Type,Name,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,
LB,Devin White,22,TB,3,7330000,84,87,82,85,55,58,70,77,67,74,67,74,57,63,44,47,73,80,72,79,84,56,57,57
CB,Jamel Dean,24,TB,3,520000,86,86,85,85,47,47,69,69,41,41,41,41,54,54,46,46,72,72,66,66,57,51,53,54
S,Mike Edwards,24,TB,3,510000,77,80,86,89,45,48,69,73,47,50,47,50,53,56,47,50,70,74,65,69,73,49,52,53
CB,Sean Bunting,23,TB,3,1840000,84,87,90,93,42,45,71,76,42,45,42,45,51,55,51,54,76,81,69,74,80,49,50,51
S,Antoine Winfield Jr.,22,TB,4,500000,51,53,73,76,35,36,52,54,49,51,49,51,51,53,42,44,49,51,51,53,59,48,50,51
EDGE,Willie Gay Jr.,22,KC,4,500000,75,78,88,91,54,57,73,80,54,59,54,59,39,43,48,51,68,74,68,74,88,44,41,39
CB,Trevon Diggs,21,DAL,4,500000,78,81,88,91,44,47,71,77,38,41,38,41,51,56,57,60,71,77,64,70,71,49,50,51
DL,Raekwon Davis,23,MIA,4,1410000,47,48,67,68,86,88,73,74,59,60,59,60,39,40,18,18,42,43,51,52,51,55,44,39
CB,Patrick Peterson,30,ARI,1,14010000,84,84,95,95,51,51,78,78,42,42,42,42,73,73,63,63,84,84,72,72,94,67,71,73
DL,Corey Peters,32,ARI,1,4000000,49,49,70,70,77,77,69,69,71,71,71,71,55,55,28,28,52,52,57,57,77,62,57,55
CB,Robert Alford,32,ARI,2,7500000,84,84,90,90,42,42,71,71,39,39,39,39,50,50,53,53,75,75,68,68,73,48,49,50
EDGE,Chandler Jones,30,ARI,2,16500000,59,59,81,81,75,75,74,74,73,73,73,73,86,86,35,35,70,70,65,65,69,80,84,86
S,Chris Banjo,30,ARI,1,1190000,75,75,85,85,51,51,70,70,45,45,45,45,46,46,45,45,68,68,63,63,77,48,47,46
EDGE,Devon Kennard,29,ARI,3,6670000,67,67,77,77,54,54,66,66,75,75,75,75,54,54,43,43,57,57,65,65,73,54,54,54
DL,Jordan Phillips,28,ARI,3,10000000,48,49,65,66,77,79,67,68,63,64,63,64,63,64,27,28,55,56,52,53,54,64,63,63
LB,Jordan Hicks,29,ARI,3,8500000,69,70,86,87,59,60,74,75,67,68,67,68,63,64,50,51,70,71,69,70,57,59,62,63
DL,Jonathan Bullard,27,ARI,1,1050000,54,55,73,74,61,62,66,67,54,55,54,55,46,47,25,26,53,54,53,54,77,51,48,46
EDGE,De'vondre Campbell,27,ARI,1,6000000,71,72,86,88,52,53,71,72,78,80,78,80,57,58,42,43,67,68,74,75,80,54,56,57
S,Charles Washington,27,ARI,1,500000,80,82,78,80,44,45,64,65,46,47,46,47,48,49,41,42,69,70,61,62,77,46,47,48
EDGE,Vontarrius Dora,28,ARI,1,500000,51,52,70,71,54,55,62,63,57,58,57,58,37,37,32,32,48,48,53,54,78,45,40,37
S,Budda Baker,24,ARI,1,1710000,80,83,92,95,51,54,75,80,54,58,54,58,67,72,53,56,73,78,73,78,78,62,65,67
EDGE,Haason Reddick,26,ARI,1,3370000,77,80,85,88,59,62,73,77,63,67,63,67,55,58,51,54,69,73,70,74,80,56,55,55
DL,Trevon Coley,26,ARI,1,500000,52,53,81,83,71,72,72,73,61,62,61,62,49,50,22,22,54,55,59,60,77,56,51,49
LB,Tanner Vallejo,26,ARI,1,500000,69,71,80,82,52,54,67,69,67,69,67,69,48,49,43,44,60,62,65,67,69,49,48,48
EDGE,Kylie Fitts,26,ARI,1,500000,67,69,83,85,67,69,74,76,57,59,57,59,38,39,33,34,58,60,63,65,69,50,42,38
EDGE,Keishawn Bierria,25,ARI,1,500000,59,61,75,78,51,53,63,66,57,59,57,59,42,44,38,40,52,54,56,58,88,45,43,42
LB,Dennis Gardeck,26,ARI,1,500000,71,73,74,76,63,65,68,70,55,57,55,57,39,40,33,34,59,61,59,61,75,48,42,39
CB,Jalen Davis,24,ARI,1,500000,82,85,83,86,38,40,65,68,41,43,41,43,41,43,49,51,66,69,63,66,69,40,41,41
CB,Chris C Jones,25,ARI,1,500000,75,77,84,87,38,39,65,67,33,34,33,34,33,34,39,40,61,63,59,61,65,37,34,33
DL,Zach Allen,23,ARI,3,1070000,53,56,75,78,65,68,67,71,57,60,57,60,50,53,35,37,53,56,54,57,84,55,52,50
CB,Byron Murphy,22,ARI,3,2000000,78,81,92,95,43,46,72,78,48,52,48,52,61,66,53,56,75,81,70,76,73,53,58,61
S,Deionte Thompson,23,ARI,3,500000,75,78,86,89,42,45,68,72,49,52,49,52,48,51,48,51,67,71,65,69,73,47,48,48
S,Jalen Thompson,22,ARI,3,500000,80,83,85,88,43,46,68,73,47,50,47,50,54,58,50,53,67,72,66,71,78,49,52,54
DL,Miles Brown,23,ARI,1,500000,44,44,58,58,77,77,66,66,63,63,63,63,38,38,29,29,42,42,49,49,73,54,43,38
DL,Marlon Davidson,22,ATL,4,500000,51,53,61,63,50,52,55,57,54,56,54,56,48,49,12,12,47,48,49,50,51,49,48,48
S,Xavier McKinney,21,NYG,4,500000,75,78,89,92,37,40,68,75,54,59,54,59,53,58,44,47,72,79,69,76,73,48,51,53
DL,Linval Joseph,32,LAC,2,8500000,54,54,63,63,96,96,73,73,71,71,71,71,71,71,17,17,55,55,56,56,75,80,74,71
CB,Chris Harris Jr.,31,LAC,2,3200000,80,80,96,96,41,41,74,74,44,44,44,44,88,88,59,59,85,85,72,72,84,70,82,88
EDGE,Melvin Ingram,31,LAC,1,16000000,63,63,85,85,67,67,75,75,67,67,67,67,86,86,46,46,73,73,67,67,77,77,83,86
CB,Casey Hayward,31,LAC,2,11080000,78,78,92,92,49,49,75,75,43,43,43,43,92,92,57,57,82,82,69,69,75,75,86,92
LB,Denzel Perryman,27,LAC,1,6000000,65,68,79,82,71,74,73,76,57,59,57,59,55,57,38,40,61,63,60,62,67,59,56,55
EDGE,Joey Bosa,25,LAC,1,6470000,61,64,87,90,75,78,79,84,65,69,65,69,92,98,33,35,71,75,67,71,78,83,89,92
LB,Nick Vigil,27,LAC,1,1190000,67,69,83,85,51,53,68,70,61,63,61,63,57,59,40,41,64,66,65,67,80,53,56,57
EDGE,Isaac Rochell,25,LAC,1,500000,54,56,69,71,77,79,70,72,61,63,61,63,43,44,25,26,50,52,55,57,88,56,47,43
CB,Michael Davis,25,LAC,1,3260000,84,87,85,88,45,46,68,70,43,44,43,44,53,55,46,47,65,67,66,68,77,50,52,53
CB,Desmond King,26,LAC,1,500000,77,79,94,96,51,52,77,79,43,44,43,44,86,88,54,55,79,81,69,70,88,71,81,86
S,Rayshawn Jenkins,26,LAC,1,500000,78,80,84,87,51,53,70,72,53,55,53,55,51,53,49,50,69,71,67,69,69,51,51,51
S,Derwin James,24,LAC,2,3100000,80,83,89,92,55,58,75,82,59,64,59,64,71,77,50,53,79,86,73,80,78,67,70,71
LB,Uchenna Nwosu,24,LAC,2,1440000,69,72,83,86,51,54,69,74,63,67,63,67,53,57,43,46,61,65,66,71,84,53,53,53
LB,Malik Jefferson,24,LAC,1,500000,75,78,79,82,61,64,70,74,57,60,57,60,37,39,32,34,62,66,63,67,73,49,41,37
DL,Justin Jones,24,LAC,2,530000,49,51,62,65,67,70,64,67,67,70,67,70,54,57,17,18,50,53,53,56,78,57,55,54
LB,Kyzir White,24,LAC,2,500000,71,74,84,87,48,50,69,72,61,64,61,64,47,49,47,49,64,67,67,70,77,48,47,47
CB,Brandon Facyson,26,LAC,1,500000,77,79,83,85,42,43,66,67,38,39,38,39,46,47,43,44,65,66,60,61,65,45,46,46
CB,Quenton Meeks,24,LAC,1,500000,77,80,92,95,39,41,72,75,38,40,38,40,37,38,41,43,70,73,66,69,67,54,43,37
DL,Jerry Tillery,24,LAC,3,2860000,54,57,75,78,75,78,71,76,61,65,61,65,48,51,21,22,53,57,56,60,71,58,51,48
LB,Drue Tranquill,25,LAC,3,500000,75,78,85,88,55,57,72,75,61,63,61,63,53,55,39,41,69,72,69,72,63,53,53,53
S,Nasir Adderley,23,LAC,3,1180000,77,80,88,91,46,49,71,77,51,55,51,55,48,52,51,54,70,76,68,73,73,48,48,48
CB,Tevaughn Campbell,27,LAC,1,500000,73,74,85,86,36,36,62,63,51,52,51,52,35,35,44,44,62,63,65,66,78,38,36,35
DL,Cortez Broughton,24,LAC,3,500000,52,54,67,70,67,70,65,68,57,59,57,59,38,40,22,23,50,52,52,54,73,50,42,38
LB,Emeke Egbule,24,LAC,3,500000,69,72,81,84,51,54,67,70,53,56,53,56,41,43,45,47,58,61,61,64,80,46,43,41
S,Roderic Teamer,23,LAC,2,500000,73,74,82,83,41,41,65,66,48,48,48,48,48,48,48,48,66,67,62,63,69,46,47,48
DL,Yetur Gross-Matos,22,CAR,4,500000,61,64,82,85,57,60,70,76,45,49,45,49,43,46,29,31,59,64,57,62,80,48,45,43
S,Jeremy Chinn,22,CAR,4,500000,77,80,80,83,35,36,62,64,51,53,51,53,50,52,43,45,69,72,63,66,73,45,48,50
S,Kyle Dugger,24,NE,4,500000,77,79,87,89,41,42,67,68,69,70,69,70,30,31,54,55,67,68,73,74,41,33,31,30
EDGE,Josh Uche,22,NE,4,1350000,57,59,81,84,54,56,67,70,57,59,57,59,39,41,44,46,51,53,59,61,45,44,41,39
S,Tyrann Mathieu,28,KC,2,14000000,80,82,92,94,43,44,73,74,54,55,54,55,86,88,57,58,81,83,73,74,69,71,81,86
DL,Alex Okafor,29,KC,2,5970000,53,53,73,73,59,59,65,65,69,69,69,69,63,63,35,35,57,57,58,58,75,59,62,63
CB,Bashaud Breeland,28,KC,1,3000000,75,75,86,86,41,41,68,68,45,45,45,45,54,54,52,52,68,68,64,64,78,49,52,54
LB,Anthony Hitchens,28,KC,3,9000000,65,66,80,81,55,56,68,69,67,68,67,68,61,62,43,43,65,66,64,65,88,56,59,61
DL,Mike Pennel,29,KC,1,1050000,46,46,58,58,75,75,66,66,61,61,61,61,61,61,22,22,49,49,49,49,84,63,62,61
S,Daniel Sorensen,30,KC,1,4000000,69,69,94,94,46,46,74,74,48,48,48,48,54,54,45,45,68,68,68,68,77,50,53,54
DL,Frank Clark,27,KC,4,20800000,69,71,80,82,77,79,76,78,51,53,51,53,82,84,31,32,72,74,60,62,73,75,80,82
EDGE,Damien Wilson,27,KC,1,2880000,63,64,77,79,53,54,65,66,59,60,59,60,61,62,43,44,63,64,59,60,77,55,59,61
DL,Chris Jones,26,KC,1,16130000,51,53,74,77,82,85,73,76,80,83,80,83,92,96,20,21,62,64,61,63,80,86,90,92
CB,Antonio Hamilton,27,KC,1,1050000,80,81,85,86,42,42,68,69,38,38,38,38,38,38,41,41,66,67,63,64,75,41,39,38
DL,Tanoh Kpassagnon,26,KC,1,1080000,59,61,77,80,65,68,68,71,55,57,55,57,46,48,33,34,53,55,56,58,77,54,49,46
DL,Breeland Speaks,25,KC,2,1530000,59,62,77,80,67,70,70,74,59,62,59,62,47,49,27,28,55,58,58,61,77,55,50,47
DL,Derrick Nnadi,24,KC,2,560000,45,48,60,63,75,78,65,69,63,67,63,67,57,60,17,18,48,51,50,53,78,63,59,57
EDGE,Dorian O'Daniel,26,KC,2,500000,71,74,91,94,52,54,74,77,63,66,63,66,48,50,45,47,64,67,72,75,80,50,49,48
S,Armani Watts,24,KC,2,500000,71,71,81,81,37,37,62,62,49,49,49,49,41,41,48,48,61,61,61,61,63,41,41,41
DL,Devaroe Lawrence,28,KC,1,500000,48,48,61,61,75,75,61,61,55,55,55,55,35,35,28,28,45,45,49,49,73,51,40,35
EDGE,Emmanuel Smith,25,KC,1,500000,69,72,84,87,47,49,69,72,54,56,54,56,40,42,30,31,62,64,64,67,77,42,41,40
CB,Charvarius Ward,24,KC,1,500000,82,85,79,82,43,45,63,66,33,35,33,35,69,72,42,44,72,76,58,61,77,55,64,69
LB,Ben Niemann,25,KC,1,500000,65,68,82,85,51,53,66,69,67,70,67,70,53,55,33,34,61,63,65,68,77,51,52,53
S,Juan Thornhill,25,KC,3,1160000,80,83,85,88,47,50,69,73,49,52,49,52,61,65,52,55,76,81,67,71,77,54,59,61
DL,Khalen Saunders,24,KC,3,550000,52,52,71,71,69,69,67,67,55,55,55,55,50,50,33,33,51,51,53,53,80,56,52,50
CB,Rashad Fenton,23,KC,3,500000,77,80,84,87,41,44,66,71,41,44,41,44,50,54,46,49,65,70,62,66,77,47,49,50
CB,Alex Brown,24,KC,1,500000,82,85,82,85,38,40,65,68,39,41,39,41,34,35,47,49,68,71,62,64,71,38,35,34
EDGE,Darrell Taylor,23,SEA,4,500000,57,58,75,77,69,70,70,71,52,53,52,53,52,53,17,17,52,53,54,55,53,58,54,52
CB,Kristian Fulton,22,TEN,4,500000,78,81,88,91,42,45,69,75,46,50,46,50,57,62,44,47,71,77,67,72,90,52,55,57
EDGE,Justin Houston,31,IND,1,12000000,65,65,82,82,71,71,74,74,75,75,75,75,80,80,33,33,66,66,68,68,77,75,78,80
CB,Xavier Rhodes,30,IND,1,3000000,82,82,87,87,51,51,72,72,41,41,41,41,54,54,51,51,76,76,66,66,77,53,54,54
CB,T.J. Carrie,30,IND,1,500000,78,78,86,86,48,48,70,70,45,45,45,45,50,50,46,46,72,72,65,65,59,50,50,50
DL,Denico Autry,30,IND,1,5930000,51,51,70,70,65,65,66,66,69,69,69,69,77,77,25,25,58,58,56,56,77,65,73,77
DL,DeForest Buckner,26,IND,5,21000000,52,55,84,87,75,78,75,79,75,79,75,79,82,86,28,29,66,69,65,68,82,77,80,82
DL,Sheldon Day,26,IND,1,1750000,50,51,73,74,63,64,66,67,57,58,57,58,52,53,24,24,52,53,53,54,78,54,53,52
S,Malik Hooker,24,IND,1,3150000,78,81,88,91,54,57,74,80,51,55,51,55,77,83,55,58,78,84,69,75,71,65,73,77
EDGE,Al-Quadin Muhammad,25,IND,1,500000,59,61,76,78,57,59,66,68,54,56,54,56,45,46,29,30,53,55,56,58,82,50,47,45
LB,Anthony Walker Jr.,25,IND,1,500000,69,72,79,82,57,59,68,71,67,70,67,70,57,59,47,49,60,62,65,68,86,55,56,57
DL,Grover Stewart,27,IND,1,500000,48,48,61,62,80,81,69,70,54,55,54,55,45,45,21,21,46,46,49,49,86,57,49,45
CB,Kenny Moore,25,IND,4,8330000,78,80,90,93,43,44,71,73,42,43,42,43,65,67,46,47,78,80,67,69,77,55,62,65
LB,Darius Leonard,25,IND,2,1810000,73,76,83,86,57,60,70,74,77,82,77,82,75,80,48,51,74,78,72,76,86,67,72,75
EDGE,Kemoko Turay,25,IND,2,1300000,69,72,83,86,49,51,68,71,55,58,55,58,53,56,36,38,66,69,63,66,71,52,53,53
DL,Tyquan Lewis,25,IND,2,1090000,67,70,77,80,67,70,70,74,59,62,59,62,44,46,23,24,59,62,60,63,78,54,47,44
LB,Matthew Adams,25,IND,2,500000,71,74,81,84,59,61,70,73,63,66,63,66,43,45,38,40,60,62,65,68,80,50,45,43
LB,Zaire Franklin,24,IND,2,500000,71,74,82,85,61,64,72,76,55,58,55,58,39,41,42,44,64,67,63,66,82,49,42,39
S,George Odum,27,IND,1,500000,82,84,83,85,49,50,69,70,48,49,48,49,48,49,43,44,65,66,66,67,75,49,48,48
EDGE,Ben Banogu,24,IND,3,1490000,71,74,83,86,61,64,72,76,51,54,51,54,47,50,22,23,65,69,63,67,78,53,49,47
LB,Bobby Okereke,24,IND,3,540000,77,80,83,86,51,54,69,73,59,63,59,63,54,57,42,45,65,69,67,71,80,52,53,54
CB,Rock Ya-Sin,24,IND,3,1980000,78,81,86,89,48,51,70,74,47,50,47,50,54,57,48,51,73,77,66,70,80,52,53,54
CB,Marvell Tell III,24,IND,3,500000,73,76,94,97,40,42,73,76,41,43,41,43,51,53,46,48,74,77,67,70,73,47,50,51
S,Khari Willis,24,IND,3,500000,73,76,83,86,50,53,68,71,50,53,50,53,57,60,46,48,66,69,63,66,78,53,56,57
LB,E.J. Speed,25,IND,3,500000,71,74,84,87,53,55,70,73,53,55,53,55,41,43,48,50,61,63,64,67,71,46,43,41
DL,Ross Blacklock,22,HOU,4,500000,51,53,68,70,84,87,72,74,54,56,54,56,40,41,23,24,51,53,51,53,73,55,45,40
LB,Logan Wilson,24,CIN,4,500000,51,54,81,84,49,52,65,69,71,75,71,75,50,53,39,41,54,57,62,66,71,50,50,50
CB,Michael Ojemudia,23,DEN,4,500000,86,87,85,86,41,41,67,68,40,40,40,40,43,43,51,52,63,64,66,67,57,52,46,43
DL,McTelvin Agim,23,DEN,4,500000,52,55,64,67,78,81,68,72,48,51,48,51,46,49,32,34,51,54,49,52,55,57,50,46
DL,Jordan Elliott,22,CLE,4,500000,48,49,59,60,77,79,66,67,51,52,51,52,44,45,20,20,45,46,47,48,84,55,48,44
LB,Jacob Phillips,21,CLE,4,500000,51,53,72,75,47,49,59,61,73,76,73,76,82,85,33,34,56,58,58,60,47,73,79,82
DL,Gerald McCoy,32,DAL,3,6100000,49,49,75,75,84,84,74,74,82,82,82,82,77,77,22,22,61,61,62,62,75,77,77,77
LB,Aldon Smith,31,DAL,1,2000000,65,65,87,87,73,73,78,78,75,75,75,75,53,53,39,39,67,67,71,71,77,65,57,53
LB,Sean Lee,34,DAL,1,4500000,63,63,81,81,54,54,68,68,63,63,63,63,71,71,52,52,62,62,63,63,57,60,67,71
DL,Dontari Poe,30,DAL,2,4250000,52,52,65,65,88,88,73,73,71,71,71,71,57,57,22,22,54,54,56,56,82,67,60,57
EDGE,Tyrone Crawford,31,DAL,1,9000000,55,55,77,77,73,73,70,70,65,65,65,65,61,61,21,21,60,60,58,58,63,63,62,61
S,HaHa Clinton-Dix,28,DAL,1,3750000,75,78,85,88,41,43,67,70,54,56,54,56,65,68,59,61,69,72,66,69,90,55,62,65
EDGE,DeMarcus Lawrence,28,DAL,4,21000000,63,64,82,84,77,79,76,78,67,68,67,68,84,86,23,23,70,71,65,66,71,79,82,84
DL,Justin Hamilton,27,DAL,2,500000,48,48,62,63,73,74,65,66,52,53,52,53,48,48,21,21,49,49,48,48,75,55,50,48
LB,Joe Thomas,29,DAL,1,1250000,67,67,74,74,53,53,65,65,59,59,59,59,55,55,40,40,63,63,60,60,80,52,54,55
CB,C.J. Goodwin,30,DAL,1,1050000,80,80,84,84,47,47,69,69,34,34,34,34,41,41,48,48,68,68,61,61,82,44,42,41
LB,Jaylon Smith,25,DAL,6,11400000,75,78,86,89,52,55,72,76,61,65,61,65,71,75,40,42,73,77,69,73,71,62,68,71
CB,Maurice Canady,26,DAL,1,1250000,77,79,89,91,48,49,72,73,49,50,49,50,52,53,48,49,71,72,68,69,77,51,52,52
CB,D.J. White,27,DAL,2,500000,78,79,83,84,48,48,68,69,41,41,41,41,44,44,48,48,67,68,62,63,80,46,45,44
S,Darian Thompson,27,DAL,2,1250000,73,75,81,83,47,48,66,68,53,55,53,55,54,56,57,59,62,64,63,65,77,50,53,54
CB,Anthony Brown,27,DAL,3,5170000,90,91,86,87,49,49,71,72,41,41,41,41,54,55,46,46,72,73,68,69,82,52,53,54
LB,Justin March,27,DAL,1,1050000,65,66,76,78,53,54,65,66,65,66,65,66,46,47,40,41,59,60,61,62,61,49,47,46
CB,Jourdan Lewis,25,DAL,1,500000,78,81,89,92,47,49,72,75,46,48,46,48,57,59,50,52,71,74,68,71,88,53,56,57
CB,Chidobe Awuzie,25,DAL,1,1070000,86,89,89,92,49,51,74,78,49,51,49,51,65,68,48,50,76,80,71,75,78,60,63,65
S,Xavier Woods,25,DAL,1,500000,78,81,90,93,51,53,74,77,50,52,50,52,59,61,54,56,70,73,70,73,86,55,58,59
LB,Leighton Vander Esch,24,DAL,2,2960000,73,76,89,92,57,60,75,82,71,77,71,77,61,66,43,46,74,81,74,81,75,62,61,61
EDGE,Dorance Armstrong,23,DAL,2,500000,55,55,84,84,61,61,72,72,54,54,54,54,48,48,24,24,58,58,59,59,75,53,50,48
LB,Chris Covington,24,DAL,1,500000,63,66,82,85,54,57,69,72,63,66,63,66,39,41,38,40,57,60,63,66,77,46,41,39
EDGE,Joe Jackson,24,DAL,3,500000,55,55,66,66,63,63,63,63,53,53,53,53,43,43,28,28,49,49,52,52,82,51,46,43
DL,Trysten Hill,22,DAL,3,1220000,51,54,71,74,73,76,69,75,63,68,63,68,48,52,24,26,55,59,55,59,80,57,51,48
S,Donovan Wilson,25,DAL,3,500000,69,72,83,86,46,48,66,69,48,50,48,50,48,50,50,52,64,67,61,63,71,47,48,48
S,Julian Blackmon,21,IND,4,500000,77,80,90,93,35,36,62,64,63,66,63,66,73,76,35,36,68,71,73,76,55,51,66,73
DL,Neville Gallimore,23,DAL,4,500000,48,51,66,69,80,83,69,73,54,57,54,57,39,41,19,20,46,49,50,53,78,53,44,39
S,Brandon Jones,22,MIA,4,1220000,69,71,86,89,41,42,67,69,54,56,54,56,42,43,52,54,66,68,65,67,31,42,42,42
LB,Davion Taylor,22,PHI,4,500000,57,60,80,83,43,46,65,70,54,58,54,58,41,44,35,38,52,56,57,62,77,42,41,41
EDGE,Kyle Van Noy,30,MIA,4,12750000,69,69,82,82,54,54,69,69,69,69,69,69,94,94,51,51,73,73,67,67,75,74,87,94
CB,Byron Jones,28,MIA,5,16500000,84,87,96,99,51,53,79,81,46,47,46,47,75,77,45,46,87,90,74,76,80,67,72,75
S,Eric Rowe,28,MIA,3,5380000,80,82,90,93,53,55,74,76,47,48,47,48,53,55,47,48,74,76,69,71,69,53,53,53
S,Bobby McCain,27,MIA,3,6750000,78,80,91,93,49,50,74,75,41,42,41,42,61,62,53,54,74,75,67,68,69,55,59,61
DL,Emmanuel Ogbah,27,MIA,2,7500000,71,73,79,81,59,61,69,71,63,65,63,65,61,63,27,28,66,68,64,66,80,58,60,61
DL,Shaq Lawson,26,MIA,3,10000000,65,68,78,81,71,74,72,76,71,75,71,75,53,56,32,34,59,62,64,67,69,60,55,53
CB,Xavien Howard,27,MIA,5,15050000,84,87,88,91,46,47,72,74,42,43,42,43,67,69,53,55,77,79,68,70,78,59,64,67
LB,Kamu Grugier-Hill,26,MIA,1,3000000,78,80,89,92,51,53,74,76,59,61,59,61,50,52,44,45,71,73,72,74,84,51,50,50
LB,Elandon Roberts,26,MIA,1,2000000,71,73,77,79,65,67,68,70,75,77,75,77,50,52,33,34,61,63,67,69,75,55,52,50
S,Clayton Fejedelem,27,MIA,3,2850000,75,77,81,83,52,53,68,69,50,51,50,51,52,53,44,45,67,68,62,63,84,51,52,52
DL,Taco Charlton,26,KC,1,2090000,59,62,80,83,61,64,70,74,63,66,63,66,52,55,30,32,58,61,61,64,88,55,53,52
LB,Charles Harris,25,ATL,1,2710000,65,68,80,83,54,57,67,72,54,58,54,58,48,51,30,32,59,63,60,64,78,50,49,48
DL,Davon Godchaux,26,MIA,1,500000,46,47,60,61,71,72,64,65,57,58,57,58,65,66,25,26,51,52,49,50,78,63,64,65
LB,Raekwon McMillan,24,MIA,1,1170000,73,76,81,84,67,70,73,78,67,72,67,72,51,55,43,46,62,66,67,72,80,57,53,51
EDGE,Vince Biegel,27,MIA,1,2130000,67,68,79,81,55,56,67,68,59,60,59,60,48,49,38,39,59,60,62,63,71,51,49,48
CB,Cordrea Tankersley,27,MIA,1,500000,84,86,84,86,51,52,70,71,49,50,49,50,48,49,51,52,64,65,67,68,80,49,48,48
S,Adrian Colbert,27,MIA,1,1150000,86,88,83,85,43,44,68,69,47,48,47,48,44,45,47,48,65,66,67,68,78,45,44,44
LB,Jerome Baker,24,MIA,2,570000,78,81,85,88,52,55,71,75,67,71,67,71,54,57,41,43,69,73,72,76,82,53,54,54
DL,Christian Wilkins,25,MIA,3,3860000,51,54,76,79,73,76,70,74,61,65,61,65,54,57,30,32,53,56,56,59,88,60,56,54
EDGE,Andrew Van Ginkel,25,MIA,3,500000,71,74,83,86,50,52,68,71,61,63,61,63,48,50,36,37,66,69,66,69,75,49,48,48
DL,DaVon Hamilton,23,JAX,4,500000,36,38,52,55,71,74,61,65,53,56,53,56,80,85,13,14,47,50,42,45,75,67,76,80
S,Ashtyn Davis,24,NYJ,4,500000,52,53,87,88,39,39,63,64,49,49,49,49,36,36,43,43,61,62,59,60,43,49,40,36
DL,Jabari Zuniga,22,NYJ,4,500000,69,70,71,72,48,49,63,64,41,42,41,42,35,36,15,15,51,52,54,55,48,40,37,35
DL,Julian Okwara,23,DET,4,500000,61,62,83,84,71,72,78,79,71,72,71,72,50,51,11,11,58,59,66,67,69,57,52,50
EDGE,Anfernee Jennings,23,NE,4,1150000,71,72,91,93,59,60,77,79,73,74,73,74,51,52,43,44,70,71,75,77,77,53,52,51
EDGE,Brandon Graham,32,PHI,2,13330000,57,57,82,82,73,73,74,74,77,77,77,77,78,78,18,18,64,64,66,66,86,75,77,78
CB,Darius Slay,29,PHI,4,16680000,86,86,92,92,42,42,73,73,45,45,45,45,77,77,55,55,81,81,72,72,84,64,73,77
DL,Fletcher Cox,30,PHI,3,17100000,59,59,79,79,90,90,78,78,86,86,86,86,94,94,22,22,66,66,68,68,86,92,93,94
DL,Malik Jackson,30,PHI,2,10000000,54,54,69,69,67,67,66,66,73,73,73,73,69,69,21,21,56,56,58,58,82,65,68,69
S,Rodney McLeod,30,PHI,2,4330000,73,73,93,93,43,43,73,73,51,51,51,51,59,59,47,47,74,74,70,70,84,52,57,59
CB,Nickell Roby-Coleman,28,PHI,1,500000,78,78,90,90,36,36,69,69,43,43,43,43,71,71,53,53,80,80,67,67,75,58,67,71
DL,Javon Hargrave,27,PHI,3,13000000,54,55,70,71,77,79,70,71,61,62,61,62,80,82,20,20,62,63,55,56,78,73,78,80
DL,Hassan Ridgeway,26,PHI,1,1010000,51,52,55,56,75,77,66,67,65,66,65,66,47,48,25,26,48,49,52,53,65,57,50,47
LB,Jatavis Brown,26,PHI,1,1050000,77,79,84,87,69,71,75,77,57,59,57,59,53,55,42,43,68,70,67,69,77,57,54,53
S,Jalen Mills,26,PHI,1,4000000,80,82,91,94,44,45,72,74,41,42,41,42,54,56,51,53,73,75,68,70,77,50,53,54
S,William Parks,26,PHI,1,500000,71,73,83,85,52,54,69,71,53,55,53,55,55,57,51,53,63,65,63,65,78,54,55,55
CB,Cre'von LeBlanc,26,PHI,1,500000,75,77,86,88,49,50,70,71,48,49,48,49,54,55,48,49,67,68,65,66,73,52,53,54
EDGE,Derek Barnett,24,PHI,1,3210000,54,57,78,81,75,78,72,77,59,63,59,63,65,70,35,37,58,62,57,61,75,65,65,65
LB,Duke Riley,26,PHI,1,530000,73,76,83,86,53,55,69,72,59,61,59,61,53,55,44,46,65,68,66,69,77,51,52,53
CB,Sidney Jones,24,PHI,1,1540000,80,81,88,89,47,47,72,73,48,48,48,48,52,53,50,51,68,69,68,69,55,51,52,52
CB,Rasul Douglas,25,PHI,1,500000,75,78,84,87,52,54,70,73,43,45,43,45,54,56,54,56,66,69,62,64,80,53,54,54
LB,Nathan Gerry,25,PHI,1,500000,75,78,82,85,50,52,68,71,54,56,54,56,51,53,54,56,63,66,64,67,75,50,51,51
CB,Avonte Maddox,24,PHI,2,500000,86,89,96,99,39,41,75,78,41,43,41,43,54,56,48,50,77,80,73,76,69,49,52,54
EDGE,Josh Sweat,23,PHI,2,500000,71,74,83,86,57,60,71,75,59,62,59,62,46,48,30,32,66,69,65,68,73,52,48,46
EDGE,Genard Avery,25,PHI,2,500000,73,75,85,88,65,67,75,77,59,61,59,61,48,49,32,33,66,68,67,69,73,55,50,48
LB,T.J. Edwards,24,PHI,2,500000,55,58,82,85,51,54,66,69,65,68,65,68,46,48,45,47,56,59,62,65,80,47,46,46
S,Marcus Epps,24,PHI,3,500000,75,78,90,93,45,47,71,75,51,54,51,54,41,43,46,48,69,72,69,72,77,43,42,41
LB,Tanner Muse,24,LV,4,500000,47,50,75,78,54,57,56,59,48,51,48,51,77,82,41,43,56,59,49,52,52,60,71,77
